trip_id,timestamp,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,duration_min,fare,driver_id,vehicle_type,payment_type,weather,time_of_day,surge_multiplier,passenger_count,rating,is_cancelled,high_fare
T006588,2024-03-27 20:18:00,12.855562,77.538056,12.880927,77.526682,4.646,5.1,13.35,DR0417,Bike,Cash,Cloudy,Morning,1.0,1,4.5,0,0
T006589,2024-06-26 17:57:00,13.029408,77.502013,13.04367,77.494453,4.67,2.0,17.05,DR0106,Hatchback,Card,Clear,Afternoon,1.0,2,5.0,0,1
T006590,2024-01-04 16:27:00,12.825296,77.630836,12.857676,77.637932,4.071,10.9,11.71,DR0445,Hatchback,UPI,Clear,Morning,1.0,4,4.9,0,0
T006591,2024-12-18 16:45:00,13.123167,77.624182,13.130083,77.62955,2.475,2.0,5.4,DR0458,Sedan,Card,Clear,Night,1.0,2,4.7,0,0
T006592,2024-05-15 02:01:00,13.046525,77.672037,13.042452,77.633627,4.455,10.6,12.86,DR0290,Sedan,Cash,Rainy,Night,1.0,2,4.8,0,0
T006593,2024-10-03 01:08:00,12.971352,77.593169,12.988463,77.600579,2.706,3.7,5.19,DR0364,Hatchback,Wallet,Clear,Afternoon,1.25,1,4.3,0,0
T006594,2024-12-15 04:43:00,13.120894,77.525096,13.093551,77.51903,4.063,2.0,13.16,DR0293,Hatchback,Card,Windy,Afternoon,1.0,1,4.5,0,0
T006595,2024-06-30 09:32:00,12.982001,77.528465,12.947803,77.520179,4.717,13.1,13.11,DR0542,Sedan,Card,Clear,Evening,1.0,2,4.2,0,0
T006596,2024-11-10 13:36:00,12.891114,77.572859,12.91064,77.550315,3.752,2.0,15.93,DR0429,MiniVan,Card,Clear,Night,1.0,3,4.6,0,0
T006597,2024-06-23 21:59:00,12.989,77.626636,12.993212,77.625728,0.502,6.2,4.65,DR0037,MiniVan,Wallet,Clear,Evening,2.0,2,4.2,0,0
T006598,2024-02-18 06:51:00,12.828333,77.559197,12.847613,77.548736,2.648,14.1,7.18,DR0635,Sedan,Card,Cloudy,Night,1.0,3,4.5,0,0
T006599,2024-01-10 15:57:00,13.159144,77.646047,13.142097,77.671518,5.782,10.3,11.35,DR0778,SUV,Card,Clear,Afternoon,1.25,2,4.5,0,0
T006600,2024-02-19 12:03:00,13.092383,77.868888,13.118079,77.833899,5.063,3.8,8.06,DR0311,Sedan,Wallet,Rainy,Morning,1.0,1,4.4,0,0
T006601,2024-12-10 00:22:00,13.104126,77.604641,13.117533,77.585363,3.395,4.6,18.2,DR0446,Sedan,Wallet,Clear,Night,1.5,4,4.9,0,1
T006602,2024-06-22 09:56:00,13.149797,77.56736,13.149175,77.546727,2.916,5.2,8.3,DR0529,Sedan,Wallet,Clear,Night,1.0,4,5.0,0,0
T006603,2024-04-26 11:57:00,13.116629,77.765911,13.120776,77.771084,1.192,7.8,6.06,DR0170,Sedan,Card,Cloudy,Evening,1.5,2,4.0,0,0
T006604,2024-06-11 19:29:00,12.972741,77.696352,12.97968,77.719815,2.723,2.7,6.11,DR0545,Hatchback,Wallet,Windy,Night,1.0,1,4.9,0,0
T006605,2024-04-03 10:01:00,12.847455,77.518902,12.83032,77.528964,3.017,9.5,5.81,DR0163,Sedan,Card,Clear,Morning,1.5,4,4.6,0,0
T006606,2024-11-13 18:02:00,12.949346,77.815123,12.941646,77.79323,5.648,2.0,10.44,DR0080,Sedan,Wallet,Cloudy,Night,1.0,2,4.1,0,0
T006607,2024-12-30 18:49:00,13.173634,77.786137,13.180256,77.777553,1.518,3.6,5.56,DR0701,Sedan,Card,Clear,Afternoon,1.0,1,4.3,0,0
T006608,2024-01-31 23:51:00,13.179636,77.890919,13.171134,77.874736,2.673,2.0,4.98,DR0609,SUV,Cash,Clear,Morning,1.0,3,4.7,0,0
T006609,2024-09-19 07:43:00,13.107148,77.875323,13.07776,77.885477,3.833,8.1,8.86,DR0067,MiniVan,UPI,Cloudy,Evening,1.0,3,4.6,0,0
T006610,2024-05-02 11:51:00,12.881772,77.733699,12.88767,77.724708,1.267,2.0,5.27,DR0060,Sedan,Card,Clear,Morning,1.0,1,4.7,0,0
T006611,2024-01-18 06:54:00,12.87778,77.774409,12.894501,77.746153,4.103,11.9,13.7,DR0086,Sedan,Wallet,Cloudy,Afternoon,1.0,3,4.3,0,0
T006612,2024-12-02 14:33:00,13.151909,77.663803,13.173279,77.675497,4.432,14.1,16.97,DR0716,Sedan,Card,Cloudy,Afternoon,1.0,3,3.9,0,1
T006613,2024-01-23 14:07:00,12.856766,77.855387,12.867413,77.880652,3.855,5.8,6.73,DR0625,Bike,Card,Rainy,Night,1.25,4,4.6,0,0
T006614,2024-03-16 03:42:00,13.033655,77.721124,13.050021,77.71755,2.028,2.0,5.92,DR0787,MiniVan,Card,Clear,Evening,1.25,3,5.0,0,0
T006615,2024-01-10 07:23:00,12.951301,77.630221,12.971051,77.632629,2.942,6.5,6.56,DR0758,Hatchback,Card,Clear,Night,1.0,4,4.1,0,0
T006616,2024-06-21 00:26:00,12.920804,77.503797,12.922398,77.473671,4.06,13.2,7.46,DR0648,Sedan,Card,Clear,Morning,1.0,4,4.9,0,0
T006617,2024-08-06 20:39:00,13.070953,77.73458,13.028574,77.693395,7.34,21.8,31.78,DR0353,Hatchback,Cash,Rainy,Evening,1.0,4,4.6,0,1
T006618,2024-04-27 01:05:00,13.183828,77.710174,13.207023,77.673192,6.767,10.9,20.14,DR0663,Sedan,Card,Clear,Morning,1.0,3,5.0,0,1
T006619,2024-01-27 02:54:00,13.111053,77.824751,13.093187,77.823856,2.211,4.9,5.55,DR0078,Sedan,Card,Rainy,Afternoon,1.0,3,4.8,0,0
T006620,2024-02-12 09:31:00,12.994465,77.574802,12.971847,77.568643,5.528,2.0,9.79,DR0124,Hatchback,Wallet,Clear,Night,1.0,1,5.0,0,0
T006621,2024-12-06 16:28:00,12.976285,77.826161,12.954216,77.837085,4.52,13.0,8.92,DR0552,SUV,Wallet,Clear,Morning,1.0,4,5.0,0,0
T006622,2024-10-21 03:49:00,13.163066,77.506113,13.212757,77.50216,5.755,2.0,11.81,DR0002,SUV,Card,Clear,Night,1.0,2,3.9,0,0
T006623,2024-12-07 23:18:00,13.031243,77.734925,13.040054,77.754681,3.288,12.9,17.11,DR0218,Sedan,Card,Foggy,Evening,1.0,4,4.4,0,1
T006624,2024-07-12 17:50:00,12.998656,77.658741,12.977823,77.676186,3.752,5.3,8.3,DR0246,Hatchback,Wallet,Clear,Afternoon,1.0,1,3.9,0,0
T006625,2024-07-18 07:26:00,13.073134,77.632608,13.059466,77.626159,2.782,2.0,7.54,DR0760,SUV,UPI,Clear,Night,1.0,1,5.0,0,0
T006626,2024-10-13 21:19:00,12.894862,77.673318,12.894847,77.65325,3.766,11.8,16.72,DR0105,Bike,Cash,Clear,Evening,1.0,2,4.5,0,1
T006627,2024-08-13 01:45:00,12.825494,77.589437,12.836342,77.551113,5.11,13.3,14.93,DR0722,MiniVan,Wallet,Clear,Morning,1.0,1,4.7,0,0
T006628,2024-06-08 07:13:00,13.142045,77.57337,13.14763,77.602042,4.897,4.1,18.52,DR0611,Sedan,Cash,Clear,Evening,1.0,1,3.9,0,1
T006629,2024-04-16 12:59:00,13.042905,77.822043,13.024333,77.803192,7.229,7.4,13.69,DR0704,Hatchback,nan,Clear,Morning,1.0,3,3.9,1,0
T006630,2024-06-26 05:02:00,12.865951,77.591103,12.872294,77.561175,4.104,6.4,4.55,DR0626,MiniVan,Wallet,Clear,Night,1.25,2,4.4,0,0
T006631,2024-01-24 08:23:00,12.919219,77.794789,12.906995,77.797386,3.278,7.7,12.38,DR0003,Hatchback,Cash,Clear,Evening,1.0,4,4.5,0,0
T006632,2024-03-11 05:50:00,13.195973,77.784544,13.216912,77.754793,4.859,2.0,10.49,DR0057,Sedan,Cash,Clear,Evening,1.5,4,4.3,0,0
T006633,2024-09-26 04:09:00,13.053769,77.51336,13.054895,77.515937,3.683,12.7,10.2,DR0752,SUV,Cash,Cloudy,Afternoon,2.0,1,4.5,0,0
T006634,2024-11-12 20:09:00,13.054445,77.852429,13.039258,77.845703,1.886,2.0,5.27,DR0320,Hatchback,Card,Cloudy,Evening,1.0,3,4.7,0,0
T006635,2024-02-07 03:38:00,12.828865,77.815742,12.842645,77.834216,3.15,16.1,10.66,DR0548,SUV,Card,Clear,Evening,1.25,3,4.8,0,0
T006636,2024-02-05 08:54:00,13.187597,77.818427,13.195262,77.835161,4.419,13.1,15.29,DR0741,MiniVan,Card,Clear,Afternoon,1.0,2,4.5,0,0
T006637,2024-02-01 05:29:00,13.157113,77.823676,13.147616,77.845743,2.72,9.3,13.25,DR0039,Hatchback,UPI,Cloudy,Afternoon,1.0,3,4.9,0,0
T006638,2024-10-15 22:13:00,13.019113,77.733021,13.033715,77.737147,3.642,14.6,11.03,DR0253,Hatchback,Cash,Rainy,Afternoon,2.0,4,4.9,0,0
T006639,2024-04-23 14:18:00,12.923756,77.897352,12.936338,77.880186,4.086,8.9,8.34,DR0575,Hatchback,UPI,Clear,Night,2.0,2,5.0,0,0
T006640,2024-04-29 06:27:00,13.079222,77.571661,13.103259,77.550923,5.472,9.3,22.01,DR0445,Hatchback,Cash,Cloudy,Night,1.0,3,5.0,0,1
T006641,2024-01-05 13:11:00,13.13335,77.528934,13.147553,77.51832,3.16,2.0,7.7,DR0736,Hatchback,Cash,Clear,Evening,1.0,4,4.4,0,0
T006642,2024-12-20 23:58:00,13.114449,77.781667,13.11017,77.821552,4.645,13.2,9.68,DR0391,SUV,Cash,Clear,Night,1.0,2,4.1,0,0
T006643,2024-06-07 10:09:00,13.190819,77.617575,13.157008,77.612591,4.157,14.9,9.74,DR0276,Sedan,Wallet,Rainy,Night,1.0,1,4.5,0,0
T006644,2024-10-18 01:37:00,13.054742,77.743293,13.058475,77.746514,2.088,9.7,5.61,DR0251,MiniVan,Card,Clear,Afternoon,1.0,2,4.8,0,0
T006645,2024-09-15 07:17:00,12.92849,77.656681,12.935326,77.687053,3.78,3.2,6.21,DR0544,MiniVan,Card,Rainy,Afternoon,1.0,4,4.5,0,0
T006646,2024-02-21 17:57:00,12.999171,77.63341,13.000195,77.638502,2.127,4.1,7.97,DR0194,Sedan,Card,Rainy,Afternoon,1.0,1,4.5,0,0
T006647,2024-10-19 11:48:00,13.126527,77.857299,13.066309,77.842326,10.448,16.5,16.86,DR0266,Sedan,Card,Clear,Afternoon,1.0,2,4.6,0,1
T006648,2024-07-19 20:39:00,12.906137,77.556817,12.919714,77.571421,2.676,7.3,5.5,DR0333,SUV,nan,Clear,Evening,1.0,3,4.4,1,0
T006649,2024-08-08 13:43:00,12.892563,77.575594,12.874322,77.567025,3.151,2.0,9.62,DR0525,Bike,Wallet,Rainy,Evening,1.0,1,4.3,0,0
T006650,2024-03-14 02:46:00,13.089934,77.767136,13.103648,77.772919,1.889,9.9,12.31,DR0015,Sedan,Card,Windy,Afternoon,1.0,1,4.2,0,0
T006651,2024-11-05 02:37:00,12.977771,77.81304,13.011785,77.823284,4.562,8.3,15.03,DR0422,MiniVan,Card,Clear,Evening,1.25,3,5.0,0,0
T006652,2024-12-06 01:24:00,13.126628,77.832886,13.121572,77.823,1.845,4.7,7.81,DR0380,Bike,Card,Clear,Evening,1.0,1,4.5,0,0
T006653,2024-05-28 08:57:00,12.857473,77.59246,12.866243,77.596187,3.522,2.7,5.53,DR0104,MiniVan,UPI,Cloudy,Night,1.0,2,4.8,0,0
T006654,2024-02-03 18:06:00,12.934279,77.852845,12.934934,77.884846,5.459,8.2,9.52,DR0272,Hatchback,Card,Clear,Morning,1.0,1,4.6,0,0
T006655,2024-11-05 19:14:00,12.90724,77.74382,12.917752,77.73129,2.073,2.0,8.61,DR0006,MiniVan,Card,Clear,Afternoon,1.0,2,4.3,0,0
T006656,2024-11-19 21:33:00,13.079147,77.829287,13.081216,77.855625,3.965,14.4,8.28,DR0799,Sedan,Wallet,Clear,Evening,1.0,1,4.4,0,0
T006657,2024-07-03 20:42:00,13.103732,77.527409,13.093392,77.515599,1.752,2.7,6.39,DR0612,MiniVan,UPI,Cloudy,Evening,1.0,4,4.0,0,0
T006658,2024-07-30 09:20:00,12.982401,77.642758,12.964302,77.678799,5.383,7.6,17.12,DR0645,SUV,Cash,Foggy,Afternoon,1.0,3,4.7,0,1
T006659,2024-03-22 09:47:00,12.991212,77.709946,13.023021,77.692836,5.427,2.0,13.15,DR0178,Hatchback,UPI,Rainy,Afternoon,1.0,1,5.0,0,0
T006660,2024-01-25 15:03:00,12.852813,77.730783,12.861584,77.722906,2.505,2.0,7.93,DR0349,MiniVan,Wallet,Clear,Morning,1.0,2,4.7,0,0
T006661,2024-12-10 14:42:00,13.080731,77.539629,13.097342,77.569794,3.91,8.6,16.62,DR0328,SUV,Wallet,Rainy,Afternoon,1.0,1,4.9,0,1
T006662,2024-06-25 06:42:00,13.196927,77.715463,13.204908,77.746508,3.925,6.0,15.97,DR0076,SUV,Card,Clear,Night,1.25,2,4.1,0,0
T006663,2024-04-10 08:44:00,13.111169,77.766195,13.130684,77.782563,2.862,5.7,7.33,DR0716,Sedan,Cash,Clear,Afternoon,1.0,4,3.8,0,0
T006664,2024-09-10 00:43:00,12.889245,77.644638,12.871326,77.623001,5.3,16.7,16.05,DR0049,Hatchback,Card,Cloudy,Evening,1.0,4,4.4,0,0
T006665,2024-01-10 13:31:00,13.049249,77.700296,13.050913,77.701944,0.334,2.0,1.5,DR0678,Hatchback,Card,Rainy,Afternoon,1.0,1,5.0,0,0
T006666,2024-01-30 04:16:00,12.917983,77.617027,12.928092,77.617052,1.872,8.6,4.52,DR0131,SUV,Cash,Cloudy,Evening,1.25,2,3.9,0,0
T006667,2024-03-29 13:49:00,12.812071,77.8482,12.837924,77.831084,3.621,10.3,8.15,DR0510,SUV,Wallet,Cloudy,Night,2.0,3,5.0,0,0
T006668,2024-06-13 11:41:00,12.871929,77.739683,12.925391,77.753619,7.705,11.1,11.02,DR0800,SUV,Card,Cloudy,Afternoon,1.0,3,4.7,0,0
T006669,2024-05-13 20:10:00,12.841037,77.72051,12.849188,77.704976,2.531,2.0,7.97,DR0222,MiniVan,Cash,Rainy,Night,1.0,3,4.8,0,0
T006670,2024-03-09 09:09:00,12.878373,77.877743,12.865151,77.851931,3.553,14.2,13.13,DR0212,Sedan,Card,Clear,Evening,1.0,2,4.7,0,0
T006671,2024-05-08 05:49:00,13.118242,77.765973,13.094329,77.733555,4.65,5.5,6.87,DR0100,Hatchback,Card,Clear,Morning,1.0,1,4.4,0,0
T006672,2024-05-01 21:03:00,12.917133,77.611929,12.899037,77.646175,5.352,10.0,12.06,DR0792,Hatchback,Cash,Clear,Morning,1.0,3,4.4,0,0
T006673,2024-07-10 12:05:00,13.102816,77.756701,13.087334,77.746492,2.786,2.0,5.99,DR0144,SUV,Card,Clear,Night,1.0,3,4.9,0,0
T006674,2024-07-24 09:36:00,13.179545,77.884649,13.121523,77.874859,7.009,6.6,21.03,DR0622,Hatchback,Card,Clear,Morning,1.0,3,5.0,0,1
T006675,2024-11-18 08:11:00,13.029709,77.509423,13.016196,77.48881,3.238,2.0,6.39,DR0760,Sedan,nan,Clear,Morning,1.0,4,4.0,1,0
T006676,2024-10-21 11:22:00,12.994164,77.750636,13.008498,77.777995,3.675,9.3,5.9,DR0579,Sedan,UPI,Windy,Afternoon,1.0,3,4.6,0,0
T006677,2024-04-16 16:52:00,13.100051,77.562734,13.101559,77.535129,7.331,7.6,16.03,DR0505,Sedan,UPI,Cloudy,Evening,1.0,2,4.5,0,0
T006678,2024-11-25 11:22:00,12.838836,77.826584,12.833664,77.802501,3.174,2.0,10.96,DR0080,Hatchback,Card,Clear,Afternoon,1.0,3,4.1,0,0
T006679,2024-07-09 01:57:00,12.971285,77.756274,12.938846,77.749837,4.189,7.5,11.84,DR0331,SUV,nan,Clear,Evening,1.0,3,5.0,1,0
T006680,2024-03-09 12:03:00,12.99953,77.874796,13.020538,77.874364,3.11,2.0,8.88,DR0518,Hatchback,Card,Rainy,Morning,1.0,2,4.5,0,0
T006681,2024-05-04 03:37:00,13.132421,77.767831,13.142657,77.781004,3.298,17.0,10.78,DR0756,Sedan,UPI,Clear,Night,1.0,4,4.7,0,0
T006682,2024-09-27 17:50:00,13.125687,77.506888,13.125428,77.493376,3.796,6.0,8.13,DR0248,Sedan,Card,Foggy,Morning,1.0,1,5.0,0,0
T006683,2024-10-26 22:43:00,13.139306,77.704142,13.095256,77.735028,6.929,9.9,16.62,DR0427,SUV,Wallet,Windy,Morning,1.5,1,4.9,0,1
T006684,2024-05-16 13:19:00,13.079149,77.861467,13.069334,77.848091,3.083,5.7,5.97,DR0005,Sedan,Card,Rainy,Afternoon,1.5,2,5.0,0,0
T006685,2024-02-27 12:35:00,13.012222,77.592921,13.020897,77.57275,3.746,7.9,8.16,DR0323,Sedan,Wallet,Clear,Evening,1.0,2,4.2,0,0
T006686,2024-03-11 00:55:00,13.131152,77.533159,13.13058,77.511083,4.216,8.6,7.13,DR0477,Sedan,Card,Cloudy,Morning,1.0,2,5.0,0,0
T006687,2024-02-07 18:44:00,13.149313,77.787955,13.153152,77.772477,2.74,6.8,14.29,DR0101,Sedan,Wallet,Clear,Afternoon,1.0,2,4.4,0,0
T006688,2024-09-12 00:56:00,12.992194,77.701003,13.005903,77.677633,3.659,2.0,7.59,DR0706,MiniVan,Wallet,Clear,Evening,1.25,4,4.2,0,0
T006689,2024-07-02 14:14:00,13.194265,77.519038,13.19736,77.534056,3.766,4.0,9.61,DR0068,Sedan,Cash,Clear,Morning,1.0,1,4.8,0,0
T006690,2024-06-13 16:21:00,13.149927,77.611966,13.162921,77.591949,3.9,11.5,11.11,DR0610,Sedan,Card,Clear,Afternoon,1.0,2,4.4,0,0
T006691,2024-09-02 05:44:00,13.004188,77.630699,12.987317,77.628043,2.09,2.0,7.33,DR0536,Sedan,Card,Clear,Morning,1.0,3,4.9,0,0
T006692,2024-10-29 11:06:00,12.827715,77.767145,12.80326,77.746554,3.744,2.0,17.51,DR0687,MiniVan,Cash,Cloudy,Afternoon,1.0,1,4.3,0,1
T006693,2024-10-17 08:48:00,12.889797,77.68864,12.899344,77.665151,3.433,2.0,11.34,DR0045,MiniVan,Cash,Rainy,Evening,1.0,3,4.6,0,0
T006694,2024-02-20 01:23:00,13.110559,77.694876,13.124208,77.717007,3.691,2.0,13.57,DR0759,Hatchback,UPI,Clear,Evening,1.0,1,5.0,0,0
T006695,2024-08-03 05:06:00,12.844462,77.822641,12.854841,77.854697,5.127,4.1,9.05,DR0066,SUV,Wallet,Rainy,Morning,1.0,2,4.8,0,0
T006696,2024-11-18 02:49:00,12.98792,77.611367,12.990552,77.636747,4.379,3.8,13.28,DR0776,MiniVan,Card,Clear,Morning,1.0,2,4.6,0,0
T006697,2024-10-09 10:55:00,13.041941,77.769029,13.03546,77.739602,3.542,5.8,7.9,DR0770,Sedan,Cash,Clear,Morning,1.0,2,4.7,0,0
T006698,2024-04-30 05:39:00,13.151339,77.647023,13.155558,77.620371,3.169,11.8,8.26,DR0143,Hatchback,Card,Clear,Afternoon,1.0,2,3.7,0,0
T006699,2024-05-23 08:08:00,13.138846,77.667348,13.146432,77.706916,6.014,8.8,10.44,DR0475,Sedan,Card,Rainy,Afternoon,1.25,2,4.5,0,0
T006700,2024-11-20 22:07:00,13.105711,77.722361,13.114497,77.717274,1.753,4.3,7.95,DR0570,Sedan,Wallet,Clear,Afternoon,1.0,4,4.1,0,0
T006701,2024-01-12 23:55:00,12.963078,77.778259,13.01522,77.750763,7.564,16.7,18.05,DR0716,Hatchback,Card,Clear,Evening,1.0,2,4.5,0,1
T006702,2024-07-10 18:40:00,12.8569,77.878078,12.838484,77.899723,5.483,11.9,14.28,DR0160,Sedan,Card,Cloudy,Morning,1.0,2,4.1,0,0
T006703,2024-02-12 09:01:00,13.06786,77.607604,13.13238,77.608952,7.666,2.0,19.04,DR0136,Sedan,Wallet,Foggy,Morning,2.0,3,4.7,0,1
T006704,2024-11-22 12:35:00,12.872515,77.541498,12.847379,77.552888,5.351,2.0,9.57,DR0483,Sedan,Card,Clear,Morning,1.0,4,3.8,0,0
T006705,2024-01-15 03:12:00,13.024526,77.671517,13.032239,77.626759,7.171,11.1,26.42,DR0761,MiniVan,UPI,Clear,Afternoon,1.0,3,4.6,0,1
T006706,2024-01-09 12:54:00,13.192271,77.718686,13.168374,77.712161,2.857,5.8,7.89,DR0460,SUV,Cash,Clear,Morning,1.0,4,5.0,0,0
T006707,2024-04-30 01:32:00,13.020124,77.591201,13.026249,77.610178,2.839,9.1,10.11,DR0566,SUV,UPI,Rainy,Morning,1.0,3,5.0,0,0
T006708,2024-03-14 01:27:00,13.058223,77.856198,13.077865,77.843391,3.117,20.2,15.05,DR0689,SUV,UPI,Clear,Night,1.0,4,4.6,0,0
T006709,2024-06-29 20:30:00,13.07103,77.819539,13.071682,77.844239,6.886,12.9,15.02,DR0253,Sedan,Card,Clear,Afternoon,1.0,3,5.0,0,0
T006710,2024-04-19 08:13:00,13.132155,77.697466,13.151617,77.67113,3.987,4.6,9.06,DR0320,SUV,Wallet,Clear,Morning,1.0,4,4.6,0,0
T006711,2024-05-10 01:20:00,12.973992,77.680026,12.965519,77.677774,2.669,8.4,8.43,DR0725,Hatchback,UPI,Clear,Afternoon,1.0,3,4.6,0,0
T006712,2024-07-25 04:43:00,12.999004,77.516297,12.958007,77.549195,9.126,7.9,39.26,DR0177,Sedan,UPI,Clear,Morning,1.0,2,4.2,0,1
T006713,2024-07-23 14:51:00,12.870389,77.714756,12.882923,77.691739,4.22,9.1,8.67,DR0084,Sedan,Card,Clear,Morning,1.0,4,4.5,0,0
T006714,2024-12-07 05:59:00,13.045872,77.738299,13.046485,77.743728,1.293,2.0,8.57,DR0045,Sedan,UPI,Clear,Evening,1.0,4,5.0,0,0
T006715,2024-06-24 10:08:00,12.918303,77.856653,12.908711,77.868355,2.293,12.3,9.7,DR0716,SUV,Cash,Clear,Morning,1.25,2,4.9,0,0
T006716,2024-07-24 22:40:00,13.00305,77.700439,12.994839,77.702267,1.193,2.0,3.3,DR0587,SUV,nan,Foggy,Morning,1.0,2,5.0,1,0
T006717,2024-09-04 10:46:00,13.106623,77.562951,13.114755,77.55795,1.503,2.6,7.06,DR0529,Hatchback,UPI,Clear,Morning,1.0,2,4.9,0,0
T006718,2024-03-04 14:16:00,12.807028,77.572023,12.790737,77.554496,2.659,2.0,11.88,DR0263,Bike,UPI,Clear,Afternoon,1.0,1,4.2,0,0
T006719,2024-08-31 10:35:00,13.025566,77.563947,13.033071,77.567878,1.672,2.0,7.22,DR0407,Hatchback,Wallet,Clear,Night,1.5,1,3.8,0,0
T006720,2024-11-10 14:20:00,12.869378,77.875414,12.893151,77.873361,2.905,10.1,10.01,DR0397,Hatchback,Cash,Rainy,Afternoon,1.25,1,4.8,0,0
T006721,2024-04-26 02:14:00,12.911753,77.817356,12.952955,77.78863,6.348,7.6,14.63,DR0705,Hatchback,UPI,Clear,Afternoon,1.0,2,4.9,0,0
T006722,2024-03-06 02:15:00,12.813885,77.829906,12.841976,77.851903,5.476,13.6,20.04,DR0779,Sedan,Wallet,Clear,Evening,1.0,3,4.6,0,1
T006723,2024-05-06 08:50:00,12.867785,77.836173,12.87102,77.817972,2.433,3.7,5.9,DR0011,Sedan,UPI,Cloudy,Morning,1.25,2,5.0,0,0
T006724,2024-04-10 09:20:00,13.194652,77.538254,13.199805,77.510048,3.72,8.3,12.76,DR0488,Sedan,Card,Rainy,Evening,1.0,1,4.7,0,0
T006725,2024-08-01 13:53:00,13.199409,77.780871,13.191404,77.768957,3.054,18.2,18.12,DR0446,Sedan,Cash,Clear,Morning,1.0,1,5.0,0,1
T006726,2024-11-11 06:19:00,13.087939,77.781735,13.078626,77.76388,4.456,2.0,17.64,DR0506,Sedan,Wallet,Rainy,Afternoon,1.0,4,4.7,0,1
T006727,2024-08-05 16:44:00,13.044743,77.589929,13.062183,77.584764,5.009,5.6,9.58,DR0407,Sedan,Card,Clear,Evening,1.0,4,4.7,0,0
T006728,2024-02-15 19:28:00,13.110803,77.696266,13.104653,77.671417,3.012,2.0,11.05,DR0773,Hatchback,Card,Cloudy,Morning,1.0,4,5.0,0,0
T006729,2024-04-24 20:46:00,13.158622,77.764972,13.165944,77.773932,2.413,2.0,8.12,DR0125,Sedan,Cash,Clear,Night,1.0,1,5.0,0,0
T006730,2024-09-08 14:24:00,13.007722,77.858935,12.988472,77.886556,4.906,11.7,19.09,DR0173,Sedan,Cash,Clear,Afternoon,1.0,4,4.6,0,1
T006731,2024-04-30 13:35:00,12.814114,77.54417,12.84152,77.546288,3.292,7.2,6.08,DR0208,Hatchback,Cash,Clear,Afternoon,1.0,1,4.9,0,0
T006732,2024-08-02 00:47:00,13.083758,77.856877,13.077309,77.827992,4.049,6.1,20.16,DR0557,Sedan,Cash,Foggy,Afternoon,1.0,4,4.8,0,1
T006733,2024-09-10 07:50:00,13.193841,77.868966,13.215601,77.850702,3.747,2.3,8.59,DR0148,Hatchback,Card,Foggy,Morning,1.0,2,4.5,0,0
T006734,2024-04-30 03:30:00,12.903221,77.869444,12.889145,77.87387,1.741,2.0,1.76,DR0227,Hatchback,Cash,Clear,Morning,1.0,2,4.3,0,0
T006735,2024-08-24 07:19:00,12.985386,77.501934,12.970252,77.462595,5.144,6.7,7.32,DR0198,Sedan,Card,Clear,Afternoon,1.0,3,5.0,0,0
T006736,2024-05-25 07:30:00,12.94451,77.5884,12.97107,77.563744,4.026,7.5,13.48,DR0207,Sedan,Card,Clear,Evening,1.0,2,5.0,0,0
T006737,2024-02-19 07:02:00,12.956187,77.776498,12.943667,77.743548,4.17,9.9,10.34,DR0564,Sedan,Cash,Clear,Morning,1.0,1,4.6,0,0
T006738,2024-05-15 20:18:00,13.08856,77.628696,13.057202,77.631004,6.018,6.9,13.96,DR0143,SUV,nan,Clear,Morning,1.0,4,4.4,1,0
T006739,2024-06-09 23:31:00,12.951362,77.524433,12.930563,77.567677,5.534,8.7,10.05,DR0773,Hatchback,Card,Cloudy,Morning,1.0,2,5.0,0,0
T006740,2024-01-01 20:54:00,13.176434,77.805177,13.193568,77.779957,4.762,6.0,14.59,DR0083,SUV,Card,Cloudy,Afternoon,1.5,3,4.2,0,0
T006741,2024-11-21 20:06:00,13.115863,77.511437,13.131076,77.527763,3.911,3.1,14.21,DR0520,MiniVan,UPI,Cloudy,Afternoon,1.0,3,4.8,0,0
T006742,2024-07-11 16:18:00,12.811059,77.678409,12.795809,77.667131,7.875,10.7,16.44,DR0019,MiniVan,Wallet,Clear,Evening,1.0,4,4.8,0,1
T006743,2024-01-14 06:02:00,13.12742,77.87903,13.114785,77.852627,4.022,2.0,6.3,DR0442,MiniVan,nan,Clear,Afternoon,1.0,2,4.7,1,0
T006744,2024-11-12 19:36:00,13.109143,77.676093,13.122603,77.707376,4.396,7.2,12.3,DR0021,Sedan,Card,Rainy,Morning,1.0,2,5.0,0,0
T006745,2024-11-08 03:14:00,13.006597,77.864755,13.032916,77.907952,8.963,11.4,22.81,DR0394,SUV,Card,Windy,Evening,1.0,4,4.8,0,1
T006746,2024-01-05 09:32:00,12.998727,77.663602,12.997351,77.671839,2.221,5.6,3.98,DR0175,Sedan,Card,Clear,Evening,2.0,4,4.6,0,0
T006747,2024-02-29 13:26:00,13.134211,77.638674,13.145296,77.645925,2.01,5.7,5.33,DR0112,SUV,Cash,Clear,Afternoon,1.0,4,4.4,0,0
T006748,2024-05-12 18:50:00,12.969914,77.542953,12.987383,77.544199,2.348,2.0,7.6,DR0229,Hatchback,Card,Clear,Evening,1.0,1,4.5,0,0
